seed,backend,seq_len,batch_id,batch_size,tokens,time_s,tokens_per_s,energy_j,energy_per_1k_tokens,mean_power_w,vram_peak_gb,loss,ppl
11,eafa,512,0,21,10752,0.7357092070000135,14614.469817284484,28.529303917961272,2.653395081655624,40.100010997442446,14.080078125,3.68119740486145,39.693895290993474
11,eafa,512,1,21,10752,0.736889170999973,14591.067996574473,31.99041596032631,2.9752991034529677,44.10718746803069,14.080078125,3.5949149131774902,36.412601623494474
11,eafa,512,2,21,10752,0.7314366979999818,14699.836676775914,30.46683130388635,2.8335966614477632,42.52254040920715,14.080078125,3.703113317489624,40.5734258864447
11,eafa,512,3,21,10752,0.72795911999998,14770.060164917359,26.76496929167717,2.489301459419379,36.969246291560104,14.080078125,3.5724477767944336,35.60363633183995
11,eafa,512,4,21,10752,0.7324669370000265,14679.160869754876,33.77284688927969,3.1410757895535424,47.62801099744245,14.080078125,3.7888805866241455,44.20688678774816
11,eafa,512,5,21,10752,0.7391837870000018,14545.773580393714,28.33728640192175,2.6355363097025437,39.224481585677744,14.080078125,3.2107675075531006,24.798111660572967
11,eafa,512,6,21,10752,0.7402351369999565,14525.114335393448,29.87729949038095,2.7787666936738233,41.28242276214833,14.080078125,3.319300889968872,27.64101968796687
11,eafa,512,7,21,10752,0.740666100999988,14516.662751924938,32.9206156047367,3.0618132072857795,44.72201099744245,14.080078125,3.624535083770752,37.5072813616077
11,eafa,512,8,21,10752,0.741350510000018,14503.261082264231,34.15019809570779,3.1761716978894894,46.541363938618915,14.080078125,3.723695993423462,41.41718922880263
11,eafa,512,9,21,10752,0.7422269440000377,14486.13538880024,28.49816508220508,2.6504989845800853,38.98571687979539,14.080078125,3.560335159301758,35.17498439290187
11,eafa,512,10,21,10752,0.7394951290000336,14539.649523505532,26.47804901361316,2.4626161657006285,37.232775703324805,14.080078125,3.504603624343872,33.2682545123992
11,eafa,512,11,21,10752,0.7423093239999616,14484.527746549706,34.322072891864906,3.192157076996364,47.45695217391304,14.080078125,3.5340542793273926,34.26259654153047
11,eafa,512,12,21,10752,0.737812066999993,14572.816684496029,28.739178255451073,2.6729146442941842,39.59771687979539,14.080078125,3.270962953567505,26.336688144252708
11,eafa,512,13,21,10752,0.7446258119999811,14439.467215246457,27.27708439603401,2.536931212428758,38.937658056265974,14.080078125,3.5664539337158203,35.39087199763817
11,eafa,512,14,21,10752,0.7474573139999734,14384.767930708058,32.604329875572844,3.0323967518203907,45.88842276214834,14.080078125,3.5058555603027344,33.30993031878882
11,eafa,512,15,21,10752,0.744635019000043,14439.288679222564,29.356701006812884,2.7303479359014955,41.47930511508951,14.080078125,3.4170143604278564,30.47828187892088
11,eafa,512,16,21,10752,0.7421667709999724,14487.309887928679,29.287161228259222,2.723880322568752,41.31954040920715,14.080078125,3.8190653324127197,45.561603459280896
11,eafa,512,17,21,10752,0.7504138259999991,14328.094216110583,32.93057842605978,3.0627398089713336,45.8997757033248,14.080078125,3.7523508071899414,42.62115844948338
11,eafa,512,18,21,10752,0.7508084510000117,14320.56336829889,28.866158653692835,2.684724577166372,40.56577570332481,14.080078125,3.483201026916504,32.56379299797815
11,eafa,512,19,21,10752,0.7468708430000106,14396.063390038975,29.23010082918961,2.7185733658100455,41.66612864450127,14.080078125,3.5193846225738525,33.763644684807716
11,math,512,0,21,10752,0.7437864759999684,14455.761629094823,29.767577726915118,2.768561916565766,41.97021884057971,14.638671875,3.68119740486145,39.693895290993474
11,math,512,1,21,10752,0.7492624100000285,14350.112666134675,32.50332469757779,3.023002669045553,42.47017439613526,14.638671875,3.5949149131774902,36.412601623494474
11,math,512,2,21,10752,0.7508846229999904,14319.110647176134,33.96701670855682,3.1591347385190494,45.60324629156009,14.638671875,3.703113317489624,40.5734258864447
11,math,512,3,21,10752,0.751176992000012,14313.537441253031,30.15055079525248,2.804180691522738,41.949363938618916,14.638671875,3.5724477767944336,35.60363633183995
11,math,512,4,21,10752,0.7562640049999914,14217.257371650423,28.16967295578484,2.619947261512727,38.80477570332481,14.638671875,3.7888805866241455,44.20688678774816
11,math,512,5,21,10752,0.751842522000004,14300.867116957163,29.62990860361646,2.7557578686399236,41.72683452685421,14.638671875,3.2107675075531006,24.798111660572967
11,math,512,6,21,10752,0.7478126889999999,14377.93201179554,32.19917690065397,2.9947151135280845,45.42659923273657,14.638671875,3.319300889968872,27.64101968796687
11,math,512,7,21,10752,0.7514285010000208,14308.746588252849,28.824531173318306,2.6808529737089195,39.93454040920716,14.638671875,3.624535083770752,37.5072813616077
