t,power_W,seed,backend,seq_len,batch_id
329.919838636,71.938,11,eafa,512,4
329.962948076,71.938,11,eafa,512,4
330.013219446,65.254,11,eafa,512,4
330.056796668,65.254,11,eafa,512,4
330.099930987,70.682,11,eafa,512,4
330.142988368,70.682,11,eafa,512,4
330.18617134,70.682,11,eafa,512,4
330.233213959,70.146,11,eafa,512,4
330.300307241,33.28,11,eafa,512,5
330.343022703,33.28,11,eafa,512,5
330.385823809,33.28,11,eafa,512,5
330.430032047,69.469,11,eafa,512,5
330.477220087,69.469,11,eafa,512,5
330.520841824,69.222,11,eafa,512,5
330.563890528,69.222,11,eafa,512,5
330.607037842,70.778,11,eafa,512,5
330.650096656,70.778,11,eafa,512,5
330.693158184,70.778,11,eafa,512,5
330.736300939,65.6,11,eafa,512,5
330.781504144,65.6,11,eafa,512,5
330.825170017,69.372,11,eafa,512,5
330.868240162,69.372,11,eafa,512,5
330.911420039,69.275,11,eafa,512,5
330.954430639,69.275,11,eafa,512,5
330.997545771,69.275,11,eafa,512,5
331.069965394,62.138,11,eafa,512,6
331.112794586,98.209,11,eafa,512,6
331.157149957,98.209,11,eafa,512,6
331.20095062,98.209,11,eafa,512,6
331.250267641,68.695,11,eafa,512,6
331.293425155,68.695,11,eafa,512,6
331.336501932,69.275,11,eafa,512,6
331.37965643,69.275,11,eafa,512,6
331.422662292,70.778,11,eafa,512,6
331.465695435,70.778,11,eafa,512,6
331.515597764,69.178,11,eafa,512,6
331.558909515,69.178,11,eafa,512,6
331.602098459,69.178,11,eafa,512,6
331.645200906,73.245,11,eafa,512,6
331.688339553,73.245,11,eafa,512,6
331.733273299,69.759,11,eafa,512,6
331.776679822,69.759,11,eafa,512,6
331.844567635,32.987,11,eafa,512,7
331.887393018,32.987,11,eafa,512,7
331.930836092,69.469,11,eafa,512,7
331.980418494,69.469,11,eafa,512,7
332.026357507,69.908,11,eafa,512,7
332.069337949,69.908,11,eafa,512,7
332.112413084,69.908,11,eafa,512,7
332.15592975,66.125,11,eafa,512,7
332.200934422,66.125,11,eafa,512,7
332.244952494,70.005,11,eafa,512,7
332.288295354,70.005,11,eafa,512,7
332.331326284,67.244,11,eafa,512,7
332.374449431,67.244,11,eafa,512,7
332.417530547,67.244,11,eafa,512,7
332.462019055,70.339,11,eafa,512,7
332.505227677,70.339,11,eafa,512,7
332.548619873,69.372,11,eafa,512,7
332.614339739,69.372,11,eafa,512,8
332.657292769,56.552,11,eafa,512,8
332.700944735,56.552,11,eafa,512,8
332.751137373,67.631,11,eafa,512,8
332.794662044,67.631,11,eafa,512,8
332.837662816,66.567,11,eafa,512,8
332.880693094,66.567,11,eafa,512,8
332.923753751,66.567,11,eafa,512,8
332.966963094,69.082,11,eafa,512,8
333.014432195,69.082,11,eafa,512,8
333.057444438,74.307,11,eafa,512,8
333.100790856,74.307,11,eafa,512,8
333.143929393,64.48,11,eafa,512,8
333.186980982,64.48,11,eafa,512,8
333.230147653,64.48,11,eafa,512,8
333.278344917,69.329,11,eafa,512,8
333.32155422,69.329,11,eafa,512,8
333.387732328,61.072,11,eafa,512,9
333.430604632,61.072,11,eafa,512,9
333.481910044,81.062,11,eafa,512,9
333.526439281,81.062,11,eafa,512,9
333.569554603,69.522,11,eafa,512,9
333.612719892,69.522,11,eafa,512,9
333.655932231,64.383,11,eafa,512,9
333.704782021,64.383,11,eafa,512,9
333.74813917,69.232,11,eafa,512,9
333.791298316,69.232,11,eafa,512,9
333.83445598,69.232,11,eafa,512,9
333.877638091,72.035,11,eafa,512,9
333.920861211,72.035,11,eafa,512,9
333.969089614,72.035,11,eafa,512,9
334.01224836,72.035,11,eafa,512,9
334.055421374,69.275,11,eafa,512,9
334.098483523,69.275,11,eafa,512,9
334.165680395,32.597,11,eafa,512,10
334.212131875,32.597,11,eafa,512,10
334.259335795,70.102,11,eafa,512,10
334.302471617,70.102,11,eafa,512,10
334.347419359,70.102,11,eafa,512,10
334.397402584,69.469,11,eafa,512,10
334.440557062,69.469,11,eafa,512,10
334.483780513,68.308,11,eafa,512,10
334.52688305,68.308,11,eafa,512,10
334.569911776,70.392,11,eafa,512,10
334.613145786,70.392,11,eafa,512,10
334.661588363,68.695,11,eafa,512,10
334.704597541,68.695,11,eafa,512,10
334.747979066,68.695,11,eafa,512,10
334.791094007,69.469,11,eafa,512,10
334.83427203,69.469,11,eafa,512,10
334.879151361,70.005,11,eafa,512,10
334.94712079,70.005,11,eafa,512,11
334.989949149,85.667,11,eafa,512,11
335.034015193,85.667,11,eafa,512,11
335.078190808,64.77,11,eafa,512,11
335.127628662,64.77,11,eafa,512,11
335.170839558,68.405,11,eafa,512,11
335.213905947,68.405,11,eafa,512,11
335.257014235,68.405,11,eafa,512,11
335.300288313,71.261,11,eafa,512,11
335.351861151,71.261,11,eafa,512,11
335.395167541,67.341,11,eafa,512,11
335.438319003,67.341,11,eafa,512,11
335.481459293,68.888,11,eafa,512,11
335.524515702,68.888,11,eafa,512,11
335.571008311,69.372,11,eafa,512,11
335.616377406,69.372,11,eafa,512,11
335.659466287,69.372,11,eafa,512,11
335.72552188,59.267,11,eafa,512,12
335.776121853,98.368,11,eafa,512,12
335.825528196,98.368,11,eafa,512,12
335.869491472,98.368,11,eafa,512,12
335.919217201,70.682,11,eafa,512,12
335.962826946,70.682,11,eafa,512,12
336.006292833,65.932,11,eafa,512,12
336.049462871,65.932,11,eafa,512,12
336.092531734,70.682,11,eafa,512,12
336.142030335,70.682,11,eafa,512,12
336.185036767,68.598,11,eafa,512,12
336.228098837,68.598,11,eafa,512,12
336.271202516,68.598,11,eafa,512,12
336.314329371,71.841,11,eafa,512,12
336.357503386,71.841,11,eafa,512,12
336.402809279,69.372,11,eafa,512,12
336.445992202,69.372,11,eafa,512,12
336.512592403,32.89,11,eafa,512,13
336.555433998,32.89,11,eafa,512,13
336.59958223,68.115,11,eafa,512,13
336.649724562,68.115,11,eafa,512,13
336.694663267,68.652,11,eafa,512,13
336.737722331,68.652,11,eafa,512,13
336.781427549,68.652,11,eafa,512,13
336.824579372,68.211,11,eafa,512,13
336.869958706,68.211,11,eafa,512,13
336.914073494,70.488,11,eafa,512,13
336.957142507,70.488,11,eafa,512,13
337.000561925,66.706,11,eafa,512,13
337.043731532,66.706,11,eafa,512,13
337.087287934,66.706,11,eafa,512,13
337.133506535,69.908,11,eafa,512,13
337.177235239,69.908,11,eafa,512,13
337.220270497,70.295,11,eafa,512,13
337.287097316,70.295,11,eafa,512,14
337.329965962,60.937,11,eafa,512,14
337.38090058,60.937,11,eafa,512,14
337.426052607,68.018,11,eafa,512,14
337.469457427,68.018,11,eafa,512,14
337.512503656,64.383,11,eafa,512,14
337.555583229,64.383,11,eafa,512,14
337.600905925,69.469,11,eafa,512,14
337.648141876,69.469,11,eafa,512,14
337.691203204,69.469,11,eafa,512,14
337.73421657,71.455,11,eafa,512,14
337.777349075,71.455,11,eafa,512,14
337.824590768,67.19,11,eafa,512,14
337.867749398,67.19,11,eafa,512,14
337.910901006,69.372,11,eafa,512,14
337.953961788,69.372,11,eafa,512,14
337.997091984,69.372,11,eafa,512,14
338.062837722,63.552,11,eafa,512,15
338.109753285,92.187,11,eafa,512,15
338.159447493,67.77,11,eafa,512,15
338.287345183,67.77,11,eafa,512,15
338.336570908,69.372,11,eafa,512,15
338.379660275,69.372,11,eafa,512,15
338.422753119,70.102,11,eafa,512,15
338.465804784,70.102,11,eafa,512,15
338.50887827,70.102,11,eafa,512,15
338.551990582,66.996,11,eafa,512,15
338.597418787,66.996,11,eafa,512,15
338.64156395,73.728,11,eafa,512,15
338.684726267,73.728,11,eafa,512,15
338.727921288,69.619,11,eafa,512,15
338.771028831,69.619,11,eafa,512,15
338.836325824,36.068,11,eafa,512,16
338.883156263,36.068,11,eafa,512,16
338.928950183,69.812,11,eafa,512,16
338.9726203,69.812,11,eafa,512,16
339.016212717,69.812,11,eafa,512,16
339.059444017,68.018,11,eafa,512,16
339.103986786,68.018,11,eafa,512,16
339.149896109,69.329,11,eafa,512,16
339.192979935,69.329,11,eafa,512,16
339.236010639,70.488,11,eafa,512,16
339.279084577,70.488,11,eafa,512,16
339.322198912,70.488,11,eafa,512,16
339.369251008,68.018,11,eafa,512,16
339.412405501,68.018,11,eafa,512,16
339.455576616,69.275,11,eafa,512,16
339.498739003,69.275,11,eafa,512,16
339.541898105,69.275,11,eafa,512,16
339.607259202,69.275,11,eafa,512,17
339.655331564,95.68,11,eafa,512,17
339.700965235,95.68,11,eafa,512,17
339.745186605,66.125,11,eafa,512,17
339.788306371,66.125,11,eafa,512,17
339.831667121,66.125,11,eafa,512,17
339.875244078,68.985,11,eafa,512,17
339.921182397,68.985,11,eafa,512,17
339.964353531,70.488,11,eafa,512,17
340.007482685,70.488,11,eafa,512,17
340.064695356,70.436,11,eafa,512,17
340.115089854,70.436,11,eafa,512,17
340.158218507,70.198,11,eafa,512,17
340.206604604,70.198,11,eafa,512,17
340.249767433,69.178,11,eafa,512,17
340.292916786,69.178,11,eafa,512,17
340.336115704,69.178,11,eafa,512,17
340.402025249,58.782,11,eafa,512,18
340.449708561,97.921,11,eafa,512,18
340.497949438,97.921,11,eafa,512,18
340.54169498,97.921,11,eafa,512,18
340.585275975,68.845,11,eafa,512,18
340.633466165,68.845,11,eafa,512,18
340.676629153,68.157,11,eafa,512,18
340.719763608,68.157,11,eafa,512,18
340.762818628,69.759,11,eafa,512,18
340.80582185,69.759,11,eafa,512,18
340.849498158,68.308,11,eafa,512,18
340.893982254,68.308,11,eafa,512,18
340.937145433,68.308,11,eafa,512,18
340.980222036,75.226,11,eafa,512,18
341.023337273,75.226,11,eafa,512,18
341.066585516,69.619,11,eafa,512,18
341.109655857,69.619,11,eafa,512,18
341.178674814,36.284,11,eafa,512,19
341.221531163,36.284,11,eafa,512,19
341.267037669,70.972,11,eafa,512,19
341.310640626,70.972,11,eafa,512,19
341.3545272,70.972,11,eafa,512,19
341.400698649,68.598,11,eafa,512,19
341.444700735,68.598,11,eafa,512,19
341.487785303,70.102,11,eafa,512,19
341.530797742,70.102,11,eafa,512,19
341.573890896,64.48,11,eafa,512,19
341.61699403,64.48,11,eafa,512,19
341.662114683,69.715,11,eafa,512,19
341.710498025,69.715,11,eafa,512,19
341.75355546,69.715,11,eafa,512,19
341.796721886,69.372,11,eafa,512,19
341.839932968,69.372,11,eafa,512,19
341.88888749,69.619,11,eafa,512,19
344.087335619,59.17,11,math,512,0
344.130867489,78.601,11,math,512,0
344.174009959,78.601,11,math,512,0
344.224427902,65.544,11,math,512,0
344.267558188,65.544,11,math,512,0
344.310783868,69.522,11,math,512,0
344.353811647,69.522,11,math,512,0
344.396836239,69.522,11,math,512,0
344.43995872,67.148,11,math,512,0
344.48393671,67.148,11,math,512,0
344.529907712,69.469,11,math,512,0
344.572963955,69.469,11,math,512,0
344.616091937,68.115,11,math,512,0
344.659144864,68.115,11,math,512,0
344.702876859,68.115,11,math,512,0
344.749089898,69.372,11,math,512,0
344.792249821,69.372,11,math,512,0
344.996091092,37.216,11,math,512,1
345.039085646,93.568,11,math,512,1
345.082637315,93.568,11,math,512,1
345.125831664,62.874,11,math,512,1
345.169134142,62.874,11,math,512,1
345.2152069,68.888,11,math,512,1
345.261849851,68.888,11,math,512,1
345.30529769,68.888,11,math,512,1
345.348471069,67.77,11,math,512,1
345.391748058,67.77,11,math,512,1
345.439934079,68.888,11,math,512,1
345.483046641,68.888,11,math,512,1
345.52615258,65.794,11,math,512,1
345.569398579,65.794,11,math,512,1
345.612600123,65.794,11,math,512,1
345.655809341,69.662,11,math,512,1
345.698928746,69.662,11,math,512,1
345.766659421,61.072,11,math,512,2
345.809651348,61.072,11,math,512,2
345.853489606,86.629,11,math,512,2
345.896802381,86.629,11,math,512,2
345.940095488,65.697,11,math,512,2
345.987607289,65.697,11,math,512,2
346.030728224,70.778,11,math,512,2
346.073915467,70.778,11,math,512,2
346.117160491,70.778,11,math,512,2
346.160255436,68.211,11,math,512,2
346.20342772,68.211,11,math,512,2
346.251376514,69.082,11,math,512,2
346.294441922,69.082,11,math,512,2
346.337460009,72.035,11,math,512,2
346.380668653,72.035,11,math,512,2
346.423785551,72.035,11,math,512,2
346.467052507,69.759,11,math,512,2
346.534741749,34.021,11,math,512,3
346.579180395,34.021,11,math,512,3
346.622379431,34.021,11,math,512,3
346.665552667,67.051,11,math,512,3
346.709499254,67.051,11,math,512,3
346.754090303,68.362,11,math,512,3
346.799341827,68.362,11,math,512,3
346.842520924,68.308,11,math,512,3
346.885622692,68.308,11,math,512,3
346.929051761,68.308,11,math,512,3
346.972245566,69.275,11,math,512,3
347.022638944,69.275,11,math,512,3
347.066051822,70.541,11,math,512,3
347.109440443,70.541,11,math,512,3
347.152624821,68.115,11,math,512,3
347.195760845,68.115,11,math,512,3
347.240362345,69.952,11,math,512,3
347.307624453,69.952,11,math,512,4
347.350480648,90.112,11,math,512,4
347.393657781,90.112,11,math,512,4
347.436820767,90.112,11,math,512,4
347.480596605,69.469,11,math,512,4
347.526038395,69.469,11,math,512,4
347.570205658,69.082,11,math,512,4
347.613438338,69.082,11,math,512,4
347.656485992,64.867,11,math,512,4
347.699958435,64.867,11,math,512,4
347.743046777,69.082,11,math,512,4
347.795327955,69.082,11,math,512,4
347.838655137,69.082,11,math,512,4
347.881699805,75.273,11,math,512,4
347.924925051,75.273,11,math,512,4
347.974482748,69.908,11,math,512,4
348.017624914,69.908,11,math,512,4
348.084363588,42.646,11,math,512,5
348.127264409,42.646,11,math,512,5
348.178538685,71.841,11,math,512,5
348.223498105,71.841,11,math,512,5
348.266846468,66.761,11,math,512,5
348.309894813,66.761,11,math,512,5
348.353213319,68.502,11,math,512,5
348.399797983,68.502,11,math,512,5
348.44286286,68.502,11,math,512,5
348.485897929,72.666,11,math,512,5
348.528977394,72.666,11,math,512,5
348.572317993,69.759,11,math,512,5
348.615482272,69.759,11,math,512,5
348.665603224,71.217,11,math,512,5
348.708725822,71.217,11,math,512,5
348.751905551,71.217,11,math,512,5
348.795112812,69.908,11,math,512,5
348.859903921,35.212,11,math,512,6
348.909637327,35.212,11,math,512,6
348.953786514,35.212,11,math,512,6
348.998483408,67.341,11,math,512,6
349.049675956,67.341,11,math,512,6
349.092905631,67.825,11,math,512,6
349.136093996,67.825,11,math,512,6
349.179141119,69.865,11,math,512,6
349.222206597,69.865,11,math,512,6
349.265273318,68.598,11,math,512,6
349.312205812,68.598,11,math,512,6
349.355377876,68.598,11,math,512,6
349.398418606,70.005,11,math,512,6
349.441448786,70.005,11,math,512,6
349.484704852,68.018,11,math,512,6
349.527906182,68.018,11,math,512,6
349.573617822,70.198,11,math,512,6
349.638336968,70.198,11,math,512,7
349.681475226,96.448,11,math,512,7
349.725780535,96.448,11,math,512,7
349.770908149,69.855,11,math,512,7
349.82197743,69.855,11,math,512,7
349.865250909,69.855,11,math,512,7
349.908484351,68.157,11,math,512,7
349.951523298,68.157,11,math,512,7
349.994638101,68.695,11,math,512,7
350.043347302,68.695,11,math,512,7
350.086421326,66.816,11,math,512,7
350.129517894,66.816,11,math,512,7
350.172968896,66.816,11,math,512,7
350.216048321,74.018,11,math,512,7
350.259277334,74.018,11,math,512,7
350.306866665,69.565,11,math,512,7
350.349964455,69.565,11,math,512,7
350.417646669,56.552,11,math,512,8
350.460513564,56.552,11,math,512,8
350.511143979,79.469,11,math,512,8
350.554565323,79.469,11,math,512,8
350.59879176,66.222,11,math,512,8
350.641893478,66.222,11,math,512,8
350.685007019,67.535,11,math,512,8
350.729373646,67.535,11,math,512,8
350.774373233,67.535,11,math,512,8
350.817759109,72.086,11,math,512,8
350.860839185,72.086,11,math,512,8
350.903958377,67.631,11,math,512,8
350.9471249,67.631,11,math,512,8
350.996143336,72.279,11,math,512,8
351.039253731,72.279,11,math,512,8
351.082401227,72.279,11,math,512,8
351.125592638,69.759,11,math,512,8
351.190358137,35.971,11,math,512,9
351.239335925,35.971,11,math,512,9
351.284373015,35.971,11,math,512,9
351.32884265,69.469,11,math,512,9
351.372392552,69.469,11,math,512,9
351.41871997,66.222,11,math,512,9
351.462835783,66.222,11,math,512,9
351.50627366,67.867,11,math,512,9
351.549665447,67.867,11,math,512,9
351.592872237,67.867,11,math,512,9
351.636024743,68.985,11,math,512,9
351.684228068,68.985,11,math,512,9
351.727562856,70.778,11,math,512,9
351.770943762,70.778,11,math,512,9
351.814057112,68.308,11,math,512,9
351.857277189,68.308,11,math,512,9
351.900495241,69.522,11,math,512,9
351.97062533,69.522,11,math,512,10
352.013499389,81.493,11,math,512,10
352.056780734,81.493,11,math,512,10
352.100676462,68.115,11,math,512,10
352.144791825,68.115,11,math,512,10
352.192738665,68.115,11,math,512,10
352.236147065,70.488,11,math,512,10
352.279604649,70.488,11,math,512,10
352.322748658,68.695,11,math,512,10
352.365786253,68.695,11,math,512,10
352.414149466,63.996,11,math,512,10
352.457432674,63.996,11,math,512,10
352.50079814,63.996,11,math,512,10
352.543903215,70.005,11,math,512,10
352.587210789,70.005,11,math,512,10
352.634134908,69.178,11,math,512,10
352.677307633,69.178,11,math,512,10
352.743702128,60.006,11,math,512,11
352.786641724,60.006,11,math,512,11
352.829842393,79.276,11,math,512,11
352.880495601,79.276,11,math,512,11
352.925589601,66.319,11,math,512,11
352.968692681,66.319,11,math,512,11
353.018538133,68.695,11,math,512,11
353.075536155,68.695,11,math,512,11
353.12220445,72.666,11,math,512,11
353.167374576,72.666,11,math,512,11
353.210471675,72.666,11,math,512,11
353.253547634,67.631,11,math,512,11
353.296606058,67.631,11,math,512,11
353.339674432,72.472,11,math,512,11
353.387628736,72.472,11,math,512,11
353.430791232,70.198,11,math,512,11
353.473980949,70.198,11,math,512,11
353.540857013,33.651,11,math,512,12
353.589434179,33.651,11,math,512,12
353.637370259,66.222,11,math,512,12
353.680533876,66.222,11,math,512,12
353.723938528,67.825,11,math,512,12
353.767557954,67.825,11,math,512,12
353.816043692,67.825,11,math,512,12
353.859456568,70.049,11,math,512,12
353.902835178,70.049,11,math,512,12
353.945935183,67.48,11,math,512,12
353.989157382,67.48,11,math,512,12
354.037908175,66.028,11,math,512,12
354.081045952,66.028,11,math,512,12
354.124285004,66.028,11,math,512,12
354.167477266,70.005,11,math,512,12
354.210653968,70.005,11,math,512,12
354.253883592,69.469,11,math,512,12
354.320486577,69.469,11,math,512,13
354.364053378,65.351,11,math,512,13
354.40745374,86.354,11,math,512,13
354.497425227,86.354,11,math,512,13
354.545914378,68.598,11,math,512,13
354.589061964,68.598,11,math,512,13
354.632161497,68.598,11,math,512,13
354.675226795,67.825,11,math,512,13
354.718414979,67.825,11,math,512,13
354.761506247,70.049,11,math,512,13
354.806874931,70.049,11,math,512,13
354.850105156,64.286,11,math,512,13
354.893226171,64.286,11,math,512,13
354.936442078,64.286,11,math,512,13
354.97962381,68.695,11,math,512,13
355.022913609,68.695,11,math,512,13
355.088212834,63.068,11,math,512,14
355.132794375,63.068,11,math,512,14
355.176600236,85.968,11,math,512,14
355.219825862,85.968,11,math,512,14
355.263208821,68.018,11,math,512,14
355.306337009,68.018,11,math,512,14
355.355222311,65.738,11,math,512,14
355.398287239,65.738,11,math,512,14
355.44168238,65.738,11,math,512,14
355.484840516,69.908,11,math,512,14
355.528035303,69.908,11,math,512,14
355.577919084,68.308,11,math,512,14
355.621596348,68.308,11,math,512,14
355.664701853,71.893,11,math,512,14
355.707896088,71.893,11,math,512,14
355.751094301,69.908,11,math,512,14
355.796386859,69.908,11,math,512,14
355.864248107,38.505,11,math,512,15
355.907091258,38.505,11,math,512,15
355.951251781,71.165,11,math,512,15
355.99640441,71.165,11,math,512,15
356.042013265,71.165,11,math,512,15
356.085723322,65.544,11,math,512,15
356.128757059,65.544,11,math,512,15
356.171866833,69.812,11,math,512,15
356.215091166,69.812,11,math,512,15
356.258237931,64.093,11,math,512,15
356.307836584,64.093,11,math,512,15
356.350867966,64.093,11,math,512,15
356.394014581,70.875,11,math,512,15
356.437090198,70.875,11,math,512,15
356.480239387,69.275,11,math,512,15
356.527611612,69.275,11,math,512,15
356.570923353,69.522,11,math,512,15
356.637950759,69.522,11,math,512,16
356.68083584,83.219,11,math,512,16
356.724239398,83.219,11,math,512,16
356.774391204,63.552,11,math,512,16
356.819448269,63.552,11,math,512,16
356.864478353,63.552,11,math,512,16
356.907788061,68.211,11,math,512,16
356.957430207,68.211,11,math,512,16
357.000667796,71.261,11,math,512,16
357.043724728,71.261,11,math,512,16
357.086915938,69.232,11,math,512,16
357.12998341,69.232,11,math,512,16
357.173146285,64.674,11,math,512,16
357.220629893,64.674,11,math,512,16
357.264879017,64.674,11,math,512,16
357.308100083,68.308,11,math,512,16
357.351313526,68.308,11,math,512,16
357.418363315,63.261,11,math,512,17
357.467424414,63.261,11,math,512,17
357.510750513,88.457,11,math,512,17
357.554135846,88.457,11,math,512,17
357.597403804,66.996,11,math,512,17
357.64637971,66.996,11,math,512,17
357.689798688,66.802,11,math,512,17
357.732876429,66.802,11,math,512,17
357.776023635,66.802,11,math,512,17
357.819174206,69.812,11,math,512,17
357.862345167,69.812,11,math,512,17
357.910188387,69.908,11,math,512,17
357.95326146,69.908,11,math,512,17
357.996336676,72.035,11,math,512,17
358.039452001,72.035,11,math,512,17
358.082741479,70.102,11,math,512,17
358.125957767,70.102,11,math,512,17
358.19547101,40.236,11,math,512,18
358.238434182,40.236,11,math,512,18
358.281432051,40.236,11,math,512,18
358.325255656,71.358,11,math,512,18
358.368962767,71.358,11,math,512,18
358.417097978,65.448,11,math,512,18
358.460202431,65.448,11,math,512,18
358.503614402,70.831,11,math,512,18
358.546762146,70.831,11,math,512,18
358.589995665,64.383,11,math,512,18
358.64004165,64.383,11,math,512,18
358.684233156,64.383,11,math,512,18
358.727529587,71.165,11,math,512,18
358.770666049,71.165,11,math,512,18
358.813955156,68.888,11,math,512,18
358.858297022,68.888,11,math,512,18
358.901839277,69.855,11,math,512,18
358.967732557,69.855,11,math,512,19
359.010671599,92.726,11,math,512,19
359.053875721,92.726,11,math,512,19
359.107203413,63.609,11,math,512,19
359.150513801,63.609,11,math,512,19
359.19357564,63.609,11,math,512,19
359.237030195,71.455,11,math,512,19
359.280500681,71.455,11,math,512,19
359.328784198,65.932,11,math,512,19
359.371856917,65.932,11,math,512,19
359.415164459,71.068,11,math,512,19
359.458304538,71.068,11,math,512,19
359.501594597,63.068,11,math,512,19
359.551671982,63.068,11,math,512,19
359.594980386,63.068,11,math,512,19
359.638215899,68.598,11,math,512,19
359.681534262,68.598,11,math,512,19
361.914202467,63.552,11,mem_efficient,512,0
361.962658028,72.376,11,mem_efficient,512,0
362.010256235,72.376,11,mem_efficient,512,0
362.053720853,63.649,11,mem_efficient,512,0
362.09691504,63.649,11,mem_efficient,512,0
362.140085411,68.888,11,mem_efficient,512,0
362.183435328,68.888,11,mem_efficient,512,0
362.229086171,68.888,11,mem_efficient,512,0
362.272360763,70.488,11,mem_efficient,512,0
362.31548231,70.488,11,mem_efficient,512,0
362.358762081,67.438,11,mem_efficient,512,0
362.401990093,67.438,11,mem_efficient,512,0
362.451184688,67.577,11,mem_efficient,512,0
362.49459912,67.577,11,mem_efficient,512,0
362.537832993,67.577,11,mem_efficient,512,0
362.581141811,68.308,11,mem_efficient,512,0
362.624338603,68.308,11,mem_efficient,512,0
362.831694727,37.216,11,mem_efficient,512,1
362.874643841,80.336,11,mem_efficient,512,1
362.922308327,80.336,11,mem_efficient,512,1
362.967132786,68.018,11,mem_efficient,512,1
363.010287026,68.018,11,mem_efficient,512,1
363.05616664,63.416,11,mem_efficient,512,1
363.100191789,63.416,11,mem_efficient,512,1
363.14373573,63.416,11,mem_efficient,512,1
363.186869911,67.438,11,mem_efficient,512,1
363.23009638,67.438,11,mem_efficient,512,1
363.282090282,71.455,11,mem_efficient,512,1
363.325220937,71.455,11,mem_efficient,512,1
363.368433729,67.148,11,mem_efficient,512,1
363.411644458,67.148,11,mem_efficient,512,1
363.454930071,68.888,11,mem_efficient,512,1
363.503926274,68.888,11,mem_efficient,512,1
363.547573524,68.888,11,mem_efficient,512,1
363.614623464,69.469,11,mem_efficient,512,2
363.657534956,83.796,11,mem_efficient,512,2
363.708302113,83.796,11,mem_efficient,512,2
363.753674218,83.796,11,mem_efficient,512,2
363.797131803,71.358,11,mem_efficient,512,2
363.840577204,71.358,11,mem_efficient,512,2
363.885059735,66.761,11,mem_efficient,512,2
363.930866438,66.761,11,mem_efficient,512,2
363.973913762,70.875,11,mem_efficient,512,2
364.017638582,70.875,11,mem_efficient,512,2
364.060719991,64.19,11,mem_efficient,512,2
364.103811409,64.19,11,mem_efficient,512,2
364.152330031,64.19,11,mem_efficient,512,2
364.195560388,73.245,11,mem_efficient,512,2
364.238781777,73.245,11,mem_efficient,512,2
364.281926298,69.082,11,mem_efficient,512,2
