seed,backend,seq_len,batch_id,batch_size,tokens,time_s,tokens_per_s,energy_j,energy_per_1k_tokens,mean_power_w,vram_peak_gb,loss,ppl
11,eafa,1024,13,11,11264,0.8819473249999987,12771.737813253209,31.946352235886277,2.8361463277597903,37.72172316017315,14.544921875,8.660950660705566,5773.020238121939
11,eafa,1024,14,11,11264,0.8819879330000049,12771.14978397322,33.04164700924613,2.933384855224266,38.11417316017315,14.544921875,8.676230430603027,5861.908022026895
11,eafa,1024,15,11,11264,0.8813807000000224,12779.948551176254,34.00425464974111,3.0188436301261636,39.18067316017315,14.544921875,8.697613716125488,5988.604642393819
11,eafa,1024,16,11,11264,0.8795264189999443,12806.89215999629,35.79996302856719,3.178263763189559,41.42212316017316,14.544921875,8.573344230651855,5288.787172731853
11,eafa,1024,17,11,11264,0.8858352220000256,12715.683143156475,38.06345947479098,3.3792133766682335,43.94337316017317,14.544921875,8.880192756652832,7188.1761710494175
11,eafa,1024,18,11,11264,0.88828617300004,12680.598147731715,38.874845385335306,3.4512469269651374,44.99112316017315,14.544921875,8.9031343460083,7354.990533920763
11,eafa,1024,19,11,11264,0.8905704929999843,12648.072318291146,33.91753484008574,3.011144783388294,39.61487316017316,14.544921875,8.785161018371582,6536.525396768168
11,math,1024,0,11,11264,0.8824673139999959,12764.212137153505,35.73603937176644,3.1725887226355147,41.696423160173154,14.544921875,8.829407691955566,6832.2388268945315
11,math,1024,1,11,11264,0.8889207679999913,12671.5455476906,35.91993146097862,3.188914369760176,41.05717316017316,14.544921875,8.936184883117676,7602.138612851298
11,math,1024,2,11,11264,0.8848491709999848,12729.853142395263,39.28209560007249,3.4874019531314358,45.348823160173154,14.544921875,8.678874969482422,5877.430581658278
11,math,1024,3,11,11264,0.8856847909999601,12717.842865160486,31.664802207651736,2.811150764173627,36.624773160173156,14.544921875,8.815499305725098,6737.871182520829
11,math,1024,4,11,11264,0.8910861939999677,12640.752461260116,33.61612587585965,2.984386175058563,38.77867316017315,14.544921875,8.712523460388184,6078.562161443651
11,math,1024,5,11,11264,0.8856411069999695,12718.47016920409,34.60698838333526,3.0723533721000766,40.09262316017315,14.544921875,9.194055557250977,9838.470660151888
11,math,1024,6,11,11264,0.8880118330000073,12684.515657799695,35.88738905189394,3.1860253064536526,41.502923160173154,14.544921875,8.811690330505371,6712.255613656259
11,math,1024,7,11,11264,0.8877836739999907,12687.775558260737,38.489130966590004,3.4170038145055046,44.51032316017315,14.544921875,8.700091361999512,6003.460680378046
